Key,CLIENT_CODE,FAMILY,CLIENT_NAME,DESCRIPTION,BASIC_DISCOUNT,DISCOUNT_2
32162-0898,32162,0898,MAVERICKINTERNATIONALLTD.,ALPHA ACCESSORI,50,0
23470-0725,23470,0725,ACOND.O.O.,CHIUDIPORTAHIGHEFFICIENCY,50,15
23470-0751,23470,0751,ACOND.O.O.,MANIGLIONIANTIP.XSERR.INF.,50,40
23470-0754,23470,0754,ACOND.O.O.,MANIGLIONEPUSHBARAPPLICAREFAST,50,38
23470-0755,23470,0755,ACOND.O.O.,MANIGLIONETOUCHBARAPPLICAREFAST,50,38
23470-0756,23470,0756,ACOND.O.O.,MANIGLIONEPUSHBARINFILAREFAST,50,40
23470-0757,23470,0757,ACOND.O.O.,MANIGLIONETOUCHBARINFILAREFAST,50,40
23470-075A,23470,075A,ACOND.O.O.,"MANIGLIAANTIPANICO""PUSHPAD""",50,40
23470-0786,23470,0786,ACOND.O.O.,BARREMANIGLIONISTANDARD,50,40
23470-0787,23470,0787,ACOND.O.O.,BARREMANIGLIONIEUROPA,50,40
23470-0788,23470,0788,ACOND.O.O.,COMANDIEST.MAN.STANDARDNG,50,38
23470-0796,23470,0796,ACOND.O.O.,ACCESSORI MAN. VECCHI + EUROPA,50,40
23470-0797,23470,0797,ACOND.O.O.,ACCESSORIMANIGLIONISTANDARD,50,0
23470-0798,23470,0798,ACOND.O.O.,ACCESSORIMANIGLIONIPUSHBAR,50,0
23470-079A,23470,079A,ACOND.O.O.,ACCESSORIMANIGLIONEFAST,50,38
23470-079B,23470,079B,ACOND.O.O.,RICAMBIMANIGLIONEFAST,50,0
23470-0980,23470,0980,ACOND.O.O.,ACC.CILINDRI,50,30
23470-0981,23470,0981,ACOND.O.O.,ACCESSORISERR.ALLUMINIO,50,10
23470-0983,23470,0983,ACOND.O.O.,ACCESSORIPERSERRATURELEGNO,50,30
23470-0984,23470,0984,ACOND.O.O.,ACCESSORIPERPB,50,15
23470-0985,23470,0985,ACOND.O.O.,ACCESSORIPERLUCCHETTI,50,0
23470-0986,23470,0986,ACOND.O.O.,ACCESSORI PER SERR. TAGLIAFUOCO,50,30
23470-0987,23470,0987,ACOND.O.O.,CONTROPIASTREINMETALLOPERSERR.ALLUMINIO,50,0
23470-0997,23470,0997,ACOND.O.O.,ACCESSORIPERCORPIELETTRICI,50,0
23470-1025,23470,1025,ACOND.O.O.,NUOVAELETTRICAAPPLICAREFERRO,50,0
23470-1SCE,23470,1SCE,ACOND.O.O.,CASS.SOLOCHIAVEESTERNI1STELLA,50,0
23470-2143,23470,2143,ACOND.O.O.,SERR.MECCANICAINFILAREFIRE,50,40
23470-2145,23470,2145,ACOND.O.O.,SERR.MECC.MONT.ANTIPANICOFIRE,50,25
23470-2146,23470,2146,ACOND.O.O.,SERR.MECC.INFILAREANTIPANICOFERRO,50,45
23470-2147,23470,2147,ACOND.O.O.,SERRATURAMULTIPUNTOANTIPANICO,50,35
23470-2153,23470,2153,ACOND.O.O.,SERRATURAMITOSTANDARDCINA,50,58
23470-2193,23470,2193,ACOND.O.O.,SERR.D.T.DM.RIC.+CIL.,50,35
23470-2205,23470,2205,ACOND.O.O.,SERR.CIL.APPLICAREXP.BLINDATE(RESIDENZIALE,50,24
23470-2211,23470,2211,ACOND.O.O.,SERR.APPL.DM RICIFRABILE,50,35
23470-2805,23470,2805,ACOND.O.O.,C2000EURO,50,15
23470-2830,23470,2830,ACOND.O.O.,ASIXEURO,50,10
23470-2833,23470,2833,ACOND.O.O.,ASIXP8PRO,50,20
23470-2836,23470,2836,ACOND.O.O.,ASIXP8EURO,50,20
23470-3158,23470,3158,ACOND.O.O.,SERRATURAAUTOMATICA1PUNTO,50,20
23470-3165,23470,3165,ACOND.O.O.,"NUOVAMULTITOPMECC.TESTATA2.300MM-15,5",50,20
23470-3168,23470,3168,ACOND.O.O.,MULTIPUNTOAUTOMATICA,50,15
23470-3640,23470,3640,ACOND.O.O.,CISAACCIAIORETTANGOLARI,50,5
23470-3828,23470,3828,ACOND.O.O.,TEKNOPROEURO,50,50
23470-4115,23470,4115,ACOND.O.O.,SERR.MONT.CIL.EUROLOGO,50,38
23470-4117,23470,4117,ACOND.O.O.,SERR.MONT.CIL.EUROLOCKINGLINE,50,38
23470-4524,23470,4524,ACOND.O.O.,LOGOL40,50,16
23470-4525,23470,4525,ACOND.O.O.,LOGOL50,50,16
23470-4560,23470,4560,ACOND.O.O.,LUCCH.LOCKING-LINEPOP,50,16
23470-4801,23470,4801,ACOND.O.O.,LOGO EUROPEO,50,30
23470-4802,23470,4802,ACOND.O.O.,LOGO OVALI,50,0
23470-6410,23470,6410,ACOND.O.O.,E-SIGNOSAFEC2000,50,33
23470-6416,23470,6416,ACOND.O.O.,E-SIGNOSAFEPLANTSETC2000,50,0
31416-4115,31416,4115,OKOVINTERNATIONALD.O.O.,SERR.MONT.CIL.EUROLOGO,50,38
31416-4133,31416,4133,OKOVINTERNATIONALD.O.O.,SERR.MONT.SICUREZZA,50,38
31416-4518,31416,4518,OKOVINTERNATIONALD.O.O.,LOGO.LINEINCAMICIATI,50,30
31416-1050,31416,1050,OKOVINTERNATIONALD.O.O.,INCONTROELETTRICOPERLEGNO,50,19
31416-0718,31416,0718,OKOVINTERNATIONALD.O.O.,CHIUDIPORTA 60450 CREMAGLIERA,50,0
31416-4802,31416,4802,OKOVINTERNATIONALD.O.O.,LOGO OVALI,50,0
31416-2207,31416,2207,OKOVINTERNATIONALD.O.O.,SERR.DMA6NOT.XP.BLINDATE,50,63
31416-0755,31416,0755,OKOVINTERNATIONALD.O.O.,MANIGLIONETOUCHBARAPPLICAREFAST,50,38
31416-3640,31416,3640,OKOVINTERNATIONALD.O.O.,CISAACCIAIORETTANGOLARI,50,5
31416-1052,31416,1052,OKOVINTERNATIONALD.O.O.,CORPIELETTRICI,50,40
31416-2204,31416,2204,OKOVINTERNATIONALD.O.O.,SERR.CIL.APPLICARE(L.C.)XPORTEBLINDATE,50,15
31416-0997,31416,0997,OKOVINTERNATIONALD.O.O.,ACCESSORIPERCORPIELETTRICI,50,40
31416-0788,31416,0788,OKOVINTERNATIONALD.O.O.,COMANDIEST.MAN.STANDARDNG,50,38
31416-0754,31416,0754,OKOVINTERNATIONALD.O.O.,MANIGLIONEPUSHBARAPPLICAREFAST,50,38
24234-2830,24234,2830,SILKOND.O.O.,ASIXEURO,50,10
24234-1052,24234,1052,SILKOND.O.O.,ASIXEURO,50,40
24234-0997,24234,0997,SILKOND.O.O.,ASIXEURO,50,40
24234-2211,24234,2211,SILKOND.O.O.,SERR.APPL.DM RICIFRABILE,50,35
24234-2193,24234,2193,SILKOND.O.O.,ASIXEURO,50,35
24234-0984,24234,0984,SILKOND.O.O.,ASIXEURO,50,15
24234-0718,24234,0718,SILKOND.O.O.,CHIUDIPORTA 60450 CREMAGLIERA,50,16
24234-0712,24234,0712,SILKOND.O.O.,ASIXEURO,50,45
24234-4115,24234,4115,SILKOND.O.O.,SERR.MONT.CIL.EURO LOGO,50,38
24234-4801,24234,4801,SILKOND.O.O.,LOGO EUROPEO,50,31
24234-0985,24234,0985,SILKOND.O.O.,ASIXEURO,50,19
24234-3640,24234,3640,SILKOND.O.O.,ASIXEURO,50,29
23470-0854,23470,0854,ACOND.O.O.,ALPHA PUSH APPLICARE,50,30
23470-0855,23470,0855,ACOND.O.O.,ALPHA TOUCH APPLICARE,50,30
23470-0887,23470,0887,ACOND.O.O.,ALPHA BARRA,50,30
23470-0888,23470,0888,ACOND.O.O.,ALPHA COMANDI ESTERNI,50,30
23470-080A,23470,080A,ACOND.O.O.,ALPHA CHIUSURE SUPPLEMENTARI,50,30
23470-080K,23470,080K,ACOND.O.O.,ALPHA KIT,50,30
23470-3710,23470,3710,ACOND.O.O.,INOVATE EURO,50,48
23470-0897,23470,0897,ACOND.O.O.,ALPHA INCONTRI ELETTRICI,50,0
23470-0898,23470,0898,ACOND.O.O.,ALPHA ACCESSORI,50,0
23470-2212,23470,2212,ACOND.O.O.,SERR.INF.DM RICIFRABILE,50,50
31416-0854,31416,0854,OKOVINTERNATIONALD.O.O.,ALPHA PUSH APPLICARE,50,30
31416-0855,31416,0855,OKOVINTERNATIONALD.O.O.,ALPHA TOUCH APPLICARE,50,30
31416-0887,31416,0887,OKOVINTERNATIONALD.O.O.,ALPHA BARRA,50,30
31416-0888,31416,0888,OKOVINTERNATIONALD.O.O.,ALPHA COMANDI ESTERNI,50,30
31416-080A,31416,080A,OKOVINTERNATIONALD.O.O.,ALPHA CHIUSURE SUPPLEMENTARI,50,30
31416-080K,31416,080K,OKOVINTERNATIONALD.O.O.,ALPHA KIT,50,30
31416-0897,31416,0897,OKOVINTERNATIONALD.O.O.,ALPHA INCONTRI ELETTRICI,50,0
31416-0898,31416,0898,OKOVINTERNATIONALD.O.O.,ALPHA ACCESSORI,50,0
24234-0980,24234,0980,SILKOND.O.O.,ACC.CILINDRI,50,0
24234-4133,24234,4133,SILKOND.O.O.,SERR.MONT.SICUREZZA,50,38
